scientificName,commonName
"Somniosus microcephalus (Bloch & Schneider, 1801)",Greenland Shark
"Enchelycore lichenosa (Jordan & Snyder, 1901)",Reticulate Hookjaw Moray
"Lepidopsetta bilineata (Ayres, 1855)",Rock Sole
"Astrapogon stellatus (Cope, 1867)",Conchfish
"Upeneus subvittatus (Temminck & Schlegel, 1843)",Brownband goatfish
"Chelidonichthys spinosus (McClelland, 1844)",Bluefin gurnard
"Melichthys indicus Randall & Klausewitz, 1973",Indian triggerfish
"Chlorurus gibbus (Rüppell, 1829)",Gibbus parrotfish
"Diphyes dispar Chamisso & Eysenhardt, 1821",Dispar Jellyfish
"Coregonus lavaretus (Linnaeus, 1758)",Common whitefish
"Metridium de Blainville, 1824",Sea Pen
Pleuronectiformes,Flatfish
"Pagurus Fabricius, 1775",Hermit crab
"Dipturus batis (Linnaeus, 1758)",Common skate
"Tachypleus gigas (O.F.Müller, 1785)",Horseshoe Crab
"Stenotomus chrysops (Linnaeus, 1766)",Scup
"Opsanus tau (Linnaeus, 1766)",Oyster Toadfish
"Ophisurus serpens (Linnaeus, 1758)",Giant snake eel
"Apogon cyanosomus Bleeker, 1853",Yellowstriped cardinalfish
"Sthenoteuthis oualaniensis (Lesson, 1830)",Purpleback flying squid
"Microspathodon dorsalis (Gill, 1862)",Giant damselfish
"Enneapterygius abeli (Klausewitz, 1960)",Yellow triplefin
"Pomacentrus albicaudatus Baschieri-Salvadori, 1955",Whitefin damsel
"Spicara smaris (Linnaeus, 1758)",Sardine
"Elacatinus saucrus (Robins, 1960)",Leopard Goby
"Apogon pacificus (Herre, 1935)",Pink Cardinalfish
"Paraclinus mexicanus (Gilbert, 1904)",Mexican blenny
"Chaetodon larvatus Cuvier, 1831",Hooded butterflyfish
"Loliolus sumatrensis (d'Orbigny, 1837)",Spoon-shaped squid
"Chaetodon speculum Cuvier, 1831",Mirror butterflyfish
"Neogobius melanostomus (Pallas, 1814)",Round goby
"Sepia mestus Gray, 1849",Reaper cuttlefish
"Lophiodes caulinaris (Garman, 1899)",Spottedtail Goosefish
"Millepora dichotoma Forsskål, 1775",Fire coral
"Myripristis clarionensis Gilbert, 1897",Yellow soldierfish
"Eopsetta jordani (Lockington, 1879)",Petrale sole
"Elacatinus evelynae (Böhlke & Robins, 1968)",Sharknose goby
"Parapenaeopsis cornuta (Kishinouye, 1900)",Coral shrimp
"Pseudochromis punctatus Kotthaus, 1970",Blackback Dottyback
"Zebrasoma veliferum (Bloch, 1795)",Sailfin Tang
"Priacanthus macracanthus Cuvier, 1829",Bigeye
"Erythropodium caribaeorum (Duchassaing & Michelotti, 1860)",Encrusting gorgonian
"Heteroconger Bleeker, 1868",Garden eel
"Halichoeres hortulanus (Lacepède, 1801)",Checkerboard wrasse
"Leucetta floridana (Haeckel, 1872)",Florida skeleton shrimp
"Lamna nasus (Bonnaterre, 1788)",Porbeagle Shark
"Heniochus Cuvier, 1816",Bannerfish
"Cryptodendrum adhaesivum (Klunzinger, 1877)",Pizza anemone
"Acanthistius brasilianus (Cuvier, 1828)",Argentine seabass
Chaetodontidae,Butterflyfish
"Arbacia Gray, 1835",Sea Urchin
"Pontinus kuhlii (Bowdich, 1825)",Offshore rockfish
"Umbrina canariensis Valenciennes, 1843",Canary drum
"Oxycirrhites typus Bleeker, 1857",Longnose hawkfish
"Chromis flavipectoralis Randall, 1988",Yellow-axil chromis
"Upeneus moluccensis (Bleeker, 1855)",Red mullet
"Spheniscus humboldti Meyen, 1834",Humboldt Penguin
"Leucoraja erinacea (Mitchill, 1825)",Little Skate
"Gymnothorax polygonius Poey, 1875",Polygon moray eel
"Carangoides coeruleopinnatus (Rüppell, 1830)",Coastal trevally
"Strongylura strongylura (van Hasselt, 1823)",Banded needlefish
"Chelidoperca hirundinacea (Valenciennes, 1831)",Bigeye grouper
"Jasmineira elegans Saint-Joseph, 1894",Elegant Jasmine
"Knipowitschia caucasica (Berg, 1916)",Caucasian dwarf goby
"Sarcotragus spinosulus Schmidt, 1862",Black leather sponge
"Ircinia variabilis (Schmidt, 1862)",Variable loggerhead sponge
"Ophiocoma echinata (Lamarck, 1816)",Black brittle star
"Rypticus bicolor Valenciennes, 1846",Mottled soapfish
"Elacatinus limbaughi Hoese & Reader, 2001",Widebanded cleaning goby
"Gobiosoma chiquita (Jenkins & Evermann, 1889)",Sonora goby
"Elacatinus puncticulatus (Ginsburg, 1938)",Redhead goby
"Myripristis pralinia Cuvier, 1829",Bigeye soldierfish
"Apolemichthys xanthotis (Fraser-Brunner, 1950)",Yellow-ear angelfish
Fistulariidae,Cornetfishes
Mullidae,Goatfish
"Torquigener flavimaculosus Hardy & Randall, 1983",Yellowspotted Puffer
"Bodianus diana (Lacepède, 1801)",Diana's hogfish
"Halichoeres nigrescens (Bloch & Schneider, 1801)",Bubblefin wrasse
"Stethojulis balteata (Quoy & Gaimard, 1824)",Belted wrasse
"Rhabdosargus haffara (Forsskål, 1775)",Haffara seabream
"Acreichthys tomentosus (Linnaeus, 1758)",Bristle-tail filefish
"Priacanthus arenatus Cuvier, 1829",Bigeye
"Mulloidichthys martinicus (Cuvier, 1829)",Goatfish
"Batrachoides waltersi Collette & Russo, 1981",Walter's toadfish
Acanthuridae,Surgeonfishes
Milleporidae,Fire Corals
Holocentridae,Soldierfishes
"Sinularia May, 1898",Soft coral
"Chrysaora quinquecirrha (Desor, 1848)",Sea Nettle
"Amphiprion leucokranos Allen, 1973",White-bonnet Anemonefish
"Porichthys porosissimus (Cuvier, 1829)",Atlantic midshipman
"Aglantha digitale (O.F.Müller, 1776)",Pink Helmet
"Zebrasoma desjardinii (Bennett, 1836)",Sailfin tang
"Epinephelus awoara (Temminck & Schlegel, 1842)",Yellow grouper
"Epinephelus caninus (Valenciennes, 1843)",Dogtooth grouper
"Myoxocephalus polyacanthocephalus (Pallas, 1814)",Great sculpin
"Tautogolabrus adspersus (Walbaum, 1792)",Cunner
"Saron marmoratus (Olivier, 1811)",Marbled shrimp
"Lepomis humilis (Girard, 1858)",Orangespotted Sunfish
"Apogon taeniopterus Bennett, 1836",Bandfin cardinalfish
"Arctides regalis Holthuis, 1963",Royal Spanish Lobster
"Liomera rugata (H.Milne Edwards, 1834)",Corrugated Liomera
"Neoniphon sammara (Forsskål, 1775)",Bloodspot squirrelfish
"Paranthias furcifer (Valenciennes, 1828)",Atlantic creolefish
"Heteropriacanthus cruentatus (Lacepède, 1801)",Red snapper
"Aplysina archeri (Higgin, 1875)",Stove-pipe Sponge
"Verongula gigantea (Hyatt, 1875)",Giant Barrel Sponge
"Desmapsamma anchorata (Carter, 1882)",Lumpy Overgrowing Sponge
"Ophioblennius macclurei (Silvester, 1915)",Redlip Blenny
"Paguristes cadenati Forest, 1954",Scarlet hermit crab
"Scarus taeniopterus Desmarest, 1831",Princess parrotfish
Ventricaria ventricosa (J.Agardh) J.L.Olsen & J.A.West,Bubble algae
"Callyspongia plicifera (Lamarck, 1814)",Azure Vase Sponge
"Calamus bajonado (Bloch & Schneider, 1801)",Jolthead porgy
"Parazoanthus swiftii (Duchassaing de Fonbressin & Michelotti, 1860)",Golden Zoanthid
"Inermia vittata Poey, 1860",Boga
"Apogon townsendi (Breder, 1927)",Belted Cardinalfish
"Phimochirus operculatus (Stimpson, 1859)",Polkadotted Hermit
"Percina caprodes (Rafinesque, 1818)",Log Perch
"Epinephelus latifasciatus (Temminck & Schlegel, 1842)",Banded grouper
Apogonidae,Cardinalfish
"Nemadactylus macropterus (Forster, 1801)",Morwong
"Pentaceraster cumingi (Gray, 1840)",Chocolate chip starfish
"Chaetodon auripes Jordan & Snyder, 1901",Oriental butterflyfish
"Fodiator acutus (Valenciennes, 1847)",Flying fish
"Lutjanus endecacanthus Bleeker, 1863",Guinea snapper
"Medialuna californiensis (Steindachner, 1876)",Halfmoon
"Haemulon sexfasciatum Gill, 1862",Graybar grunt
"Belone belone (Linnaeus, 1760)",Garfish
"Decapterus punctatus (Cuvier, 1829)",Spotted mackerel
"Pomoxis nigromaculatus (Lesueur, 1829)",Black Crappie
"Xanthichthys mento (Jordan & Gilbert, 1882)",Crosshatch triggerfish
"Planctoteuthis danae (Joubin, 1931)",Dana's squid
"Carangoides dinema Bleeker, 1851",Trevally
"Opisthoteuthis extensa Thiele, 1915",Dumbo octopus
"Abudefduf Forsskål, 1775",Sergeant Major
"Pseudupeneus grandisquamis (Gill, 1863)",Bigscale goatfish
"Sufflamen albicaudatum (Rüppell, 1829)",Bluethroat triggerfish
"Centropomus poeyi Chávez, 1961",Mexican snook
Labridae,Wrasses
"Lophiomus setigerus (Vahl, 1797)",Blackmouth angler
"Enoplometopus antillensis Lütken, 1865",Flaming Reef Lobster
"Carcharhinus tilstoni (Whitley, 1950)",Australian blacktip shark
"Stegastes rectifraenum (Gill, 1862)",Cortez damselfish
"Malacoctenus hubbsi Springer, 1959",Redside blenny
"Pristigenys serrula (Gilbert, 1891)",Popeye catalufa
"Canthigaster punctatissima (Günther, 1870)",Spotted Sharpnose Puffer
"Mustelus punctulatus Risso, 1827",Blackspotted smooth-hound
"Rypticus nigripinnis Gill, 1861",Blackfin soapfish
"Gillichthys mirabilis Cooper, 1864",Longjaw mudsucker
"Mustelus mustelus (Linnaeus, 1758)",Smoothhound
"Gymnothorax panamensis (Steindachner, 1876)",Masked moray
"Ophichthus rufus (Rafinesque, 1810)",Rufus snake eel
"Prognathodes falcifer (Hubbs & Rechnitzer, 1958)",Scythe butterflyfish
"Microlepidotus inornatus Gill, 1862",Wavyline grunt
"Cruriraja rugosa Bigelow & Schroeder, 1958",Rough Leg Skate
Calappidae,Box Crab
"Hippocampus Rafinesque, 1810",Seahorse
"Cypselurus oligolepis (Bleeker, 1865)",Largescale flyingfish
"Pempheris oualensis Cuvier, 1831",Bronze sweeper
"Kentrocapros aculeatus (Houttuyn, 1782)",Basketfish
"Chrysiptera unimaculata (Cuvier, 1830)",One-spot damsel
"Myxicola infundibulum (Renier, 1847)",Ragged sea mouse
"Chrysiptera annulata (Peters, 1855)",Footballer
"Synchiropus morrisoni Schultz, 1960",Morrison's dragonet
"Pentapodus emeryii (Richardson, 1843)",Double whiptail
"Lutjanus notatus (Cuvier, 1828)",Bluestriped snapper
"Platax batavianus Cuvier, 1831",Batfish
"Chaetodon argentatus Smith & Radcliffe, 1911",Three-band butterflyfish
"Uropterygius macrocephalus (Bleeker, 1864)",Largehead moray
"Rhynchoconger nitens (Jordan & Bollman, 1890)",Needletail conger
"Zaniolepis latipinnis Girard, 1858",Longspine combfish
"Melanorhinus cyanellus (Meek & Hildebrand, 1923)",Blackback silverside
"Rhinecanthus verrucosus (Linnaeus, 1758)",Blackbelly triggerfish
"Dendrophyllia oldroydae Oldroyd, 1924",Oldroyd's cup coral
"Canthigaster pygmaea Allen & Randall, 1977",Pygmy Toby
"Callinectes arcuatus Ordway, 1863",Arched swimming crab
"Favites flexuosa (Dana, 1846)",Larger star coral
"Paracerceis sculpta (Holmes, 1904)",Marine isopod
"Egretta caerulea (Linnaeus, 1758)",Little Blue Heron
"Tylosurus choram (Rüppell, 1837)",Gar fish
"Diodora aspera (Rathke, 1833)",Rough keyhole limpet
"Hemigrapsus nudus (Dana, 1851)",Purple shore crab
"Pristis zijsron Bleeker, 1851",Green sawfish
"Leptastrea transversa Klunzinger, 1879",Crust coral
"Neopomacentrus cyanomos (Bleeker, 1856)",Regal damsel
"Inachus dorsettensis (Pennant, 1777)",Scorpion Spider Crab
"Lichia amia (Linnaeus, 1758)",Greenfish
Sphyraenidae,Barracuda
"Callionymus lyra Linnaeus, 1758",Common dragonet
"Pseudosquilla ciliata (Fabricius, 1787)",Ciliated False Squilla
"Naso thynnoides (Cuvier, 1829)",Barred Unicornfish
"Ophiomyxa flaccida (Say, 1825)",Slimy Brittle Star
"Isocheles pilosus (Holmes, 1900)",Moon snail hermit
"Sepia australis Quoy & Gaimard, 1832",Southern cuttlefish
"Pseudanthias thompsoni (Fowler, 1923)",Fairy bass
"Corniger spinosus Agassiz, 1831",Spinycheek Soldierfish
"Ophichthus ophis (Linnaeus, 1758)",Spotted Snake Eel
"Pterocaesio digramma (Bleeker, 1864)",Double-lined fusilier
"Pterois lunulata Temminck & Schlegel, 1843",Luna lionfish
"Ogilbyina queenslandiae (Saville-Kent, 1893)",Queensland dottyback
"Morone americana (Gmelin, 1789)",White Perch
"Pseudomonacanthus macrurus (Bleeker, 1856)",Filefish
"Amblyraja radiata (Donovan, 1808)",Thorny skate
"Lutjanus carponotatus (Richardson, 1842)",Dusky-striped snapper
"Pseudogramma polyacantha (Bleeker, 1856)",Bold-spot soapfish
"Lepomis Rafinesque, 1819",Largemouth Bass
"Nerophis ophidion (Linnaeus, 1758)",Common pipefish
"Acanthurus xanthopterus Valenciennes, 1835",Yellowfin Surgeonfish
"Abudefduf notatus (Day, 1870)",Dusky damsel
"Amblyeleotris fasciata (Herre, 1953)",Red-banded Prawn-goby
"Coregonus clupeaformis (Mitchill, 1818)",Lake whitefish
"Erignathus barbatus (Erxleben, 1777)",Bearded Seal
"Eucinostomus melanopterus (Bleeker, 1863)",Butterfish
"Biffarius biformis (Biffar, 1971)",Biform Ghost Shrimp
"Pervagor alternans (Ogilby, 1899)",Yelloweye filefish
"Scyllarus americanus (S.I.Smith, 1869)",American slipper lobster
"Mycteroperca rosacea (Streets, 1877)",Leopard Grouper
"Holacanthus Lacepède, 1802",Angelfish
"Sertularella mediterranea Hartlaub, 1901",Mediterranean Sertularian
"Esox niger Lesueur, 1818",Chain Pickerel
"Pagellus erythrinus (Linnaeus, 1758)",Bream
"Mnemiopsis leidyi A.Agassiz, 1865",Sea Walnut
"Solea aegyptiaca Chabanaud, 1927",Egyptian sole
"Pteragogus pelycus Randall, 1981",Sideburn wrasse
"Galeus melastomus Rafinesque, 1810",Black-mouthed dogfish
"Zoroaster fulgens Wyville Thomson, 1873",Sunflower star
"Labrus Linnaeus, 1758",Wrasse
"Rachycentron Kaup, 1826",Cobia
"Nexilosus latifrons (Tschudi, 1846)",Coquito damsel
Decapoda,Crustaceans
"Plerogyra sinuosa (Dana, 1846)",Bubble Coral
"Chiloscyllium hasseltii Bleeker, 1852",Brownbanded bambooshark
"Lactoria diaphana (Bloch & Schneider, 1801)",Spiny Boxfish
"Stegastes nigricans (Lacepède, 1802)",Dusky Farmerfish
"Merluccius bilinearis (Mitchill, 1814)",Atlantic Hake
"Torpedo nobiliana Bonaparte, 1835",Electric Ray
"Rhabdosargus sarba (Forsskål, 1775)",Goldlined seabream
"Siganus Forsskål, 1775",Rabbitfish
"Brama brama (Bonnaterre, 1788)",Atlantic Pomfret
"Coris Lacepède, 1801",Rainbow Wrasse
"Hyphessobrycon eques (Steindachner, 1882)",Serpae tetra
"Prochilodus lineatus (Valenciennes, 1837)",White prochilodus
"Salminus franciscanus Lima & Britski, 2007",Dorado
"Brycon hilarii (Valenciennes, 1850)",Red piranha
"Feroxodon multistriatus (Richardson, 1854)",Many-striped puffer
"Cephalopholis microprion (Bleeker, 1852)",Freckled hind
"Acipenser transmontanus Richardson, 1836",White sturgeon
"Uranoscopus scaber Linnaeus, 1758",Atlantic stargazer
"Symphodus ocellatus (Forsskål, 1775)",Ocellated wrasse
"Gymnothorax verrilli (Jordan & Gilbert, 1883)",White-edged moray
"Paraplesiops meleagris (Peters, 1869)",Blue devil
"Lycoteuthis lorigera (Steenstrup, 1875)",Crowned firefly squid
"Piaractus brachypomus (Cuvier, 1818)",Pacu
"Piaractus mesopotamicus (Holmberg, 1887)",Pacu
"Raja binoculata Girard, 1855",Big skate
"Amphichaetodon howensis (Waite, 1903)",Broad-barred butterflyfish
"Urogymnus Müller & Henle, 1837",Porcupine Ray
"Oligoplites Gill, 1863",Pomfret
"Squatina australis Regan, 1906",Angel shark
"Brama Bloch & Schneider, 1801",Pomfret
Testudines,Turtle
"Ophichthus triserialis (Kaup, 1856)",Pacific snake eel
"Arctocephalus É.Geoffroy Saint-Hilaire & F.Cuvier, 1826",Southern Fur Seal
"Latris lineata (Forster, 1801)",Common trumpeter
"Lactoria Jordan & Fowler, 1902",Boxfish
"Haliotis corrugata W.Wood, 1828",Pink Abalone
Octopoda,Octopus
"Cephaloscyllium Gill, 1862",Swell Shark
Amphinomidae,Fireworm
Tetraodontiformes,Pufferfish
"Colossendeis Jarzynsky, 1870",Giant sea spider
"Acanthistius ocellatus (Günther, 1859)",Wirrah
"Enoplometopus holthuisi Gordon, 1968",Bullseye Reef Lobster
"Parupeneus Bleeker, 1863",Spotfin Squirrelfish
"Syngnathus makaxi Herald & Dawson, 1972",Yucatan pipefish
"Halieutichthys Poey, 1863",Porkfish
"Sepiadarium kochii Steenstrup, 1881",Koch’s bottletail squid
"Sabellastarte magnifica (Shaw, 1800)",Magnificent Feather Duster
Sphoeroides Anonymous,Common Puffer
Scombridae,Tunas
"Corythoichthys Kaup, 1853",Pipefish
Ascidiacea,Sea Squirt
"Pyura spinifera (Quoy & Gaimard, 1834)",Red Sea Urchin
"Eretmochelys Fitzinger, 1843",Hawksbill Sea Turtle
Pantodontidae,Butterflyfish
"Hypnos monopterygius (Shaw, 1795)",Coffin ray
"Trachinotus goodei Jordan & Evermann, 1896",Banner pompano
"Kyphosus Lacepède, 1801",Rudderfish
"Diplodus fasciatus (Valenciennes, 1830)",Banded seabream
"Enoplometopus occidentalis (J.W.Randall, 1840)",Hawaiian reef lobster
"Synodus Scopoli, 1777",Lizard Fish
"Antennarius Daudin, 1816",Frogfish
"Parupeneus pleurostigma (Bennett, 1831)",Blackspot goatfish
"Chaetodon Linnaeus, 1758",Butterflyfish
"Epinephelus daemelii (Günther, 1876)",Saddletail grouper
"Argyrosomus regius (Asso, 1801)",Meagre
"Acanthurus Forsskål, 1775",Surgeonfish
Liparidae,Snailfishes
"Equetus Rafinesque, 1815",Ribbonfish
Asteroidea,Starfish
"Taeniura Müller & Henle, 1837",Ribbontail Stingray
"Sargocentron Fowler, 1904",Squaretail corvettefish
"Parapristipoma humile (Bowdich, 1825)",Guinea grunt
"Pelecus cultratus (Linnaeus, 1758)",Sabre fish
"Parapristipoma octolineatum (Valenciennes, 1833)",African striped grunt
"Laticauda Laurenti, 1768",Sea Krait
"Sepiadarium gracilis G.L.Voss, 1962",Slender Cockle.
"Ophichthus Ahl, 1789",Snake Eel
"Palinurus delagoae Barnard, 1926",Natal spiny lobster
"Scorpaenopsis cacopsis Jenkins, 1901",Jenkins' scorpionfish
"Scarus Forsskål, 1775",Parrotfish
"Myliobatis Cuvier, 1816",Eagle Ray
"Peltodoris Bergh, 1880",Leopard Nudibranch
"Naso Lacepède, 1801",Unicornfish
"Paragaleus pectoralis (Garman, 1906)",Atlantic weasel shark
"Liza auratus (Risso, 1810)",Golden mullet
"Stichastrella rosea (O.F.Müller, 1776)",Rosy Starfish
"Sepia erostrata Sasaki, 1929",Banded Cuttlefish
"Pleuronectes Linnaeus, 1758",Flounder
"Caretta Rafinesque, 1814",Loggerhead Turtle
"Tursiops Gervais, 1855",Bottlenose dolphin
"Euaxoctopus pillsburyae G.L.Voss, 1975",Map octopus
"Sphoeroides maculatus (Bloch & Schneider, 1801)",Northern Puffer
"Aluterus schoepfii (Walbaum, 1792)",Orange Filefish
"Gobius Linnaeus, 1758",Goby
"Albula neoguinaica Valenciennes, 1847",Bonefish
"Pteromylaeus Garman, 1913",Bull ray
"Salvelinus namaycush (Walbaum, 1792)",Lake Char
"Chiroteuthis mega (Joubin, 1932)",Long-armed squid
"Cnidoglanis macrocephalus (Valenciennes, 1840)",Cobbler
"Chelidonichthys kumu (Cuvier, 1829)",Bluefin gurnard
"Astyanax fasciatus (Cuvier, 1819)",Banded astyanax
"Centropristis Cuvier, 1829",Black Sea Bass
"Sargassum C.Agardh, 1820",Sargassum
Cephalopoda,Octopus
"Anguilla obscura Günther, 1872",Pacific shortfin eel
"Haliotis Linnaeus, 1758",Abalone
"Aplodinotus grunniens Rafinesque, 1819",Freshwater Drum
Laminariales,Kelp
"Alloclinus holderi (Lauderbach, 1907)",Island kelpfish
"Platygyra daedalea (Ellis & Solander, 1786)",Brain coral
"Dermochelys Blainville, 1816",Leatherback Sea Turtle
"Siphamia versicolor (Smith & Radcliffe, 1911)",Cardinalfish
"Urolophus Müller & Henle, 1837",Skate
"Myliobatis freminvillei Lesueur, 1824",Bullnose eagle ray
Muraenidae,Moray eels
"Sanopus splendidus Collette, Starck & Phillips, 1974",Splendid toadfish
Syngnathiformes,Seahorses
Scyphozoa,Jellyfish
Ophiuroidea,Brittle Star
Synanceiidae,Stonefish
"Megaptera Gray, 1846",Humpback Whale
Myliobatidae,Eagle Ray
"Monopterus cuchia (Hamilton, 1822)",Swamp eel
Trichonotidae,Sand divers
"Acropora Oken, 1815",Staghorn coral
Euphorbia L.,Spurge
Bivalvia,Clam
"Montipora aequituberculata Bernard, 1897",Pore coral
Megalopidae,Tarpon
Heterodontidae,Bullhead sharks
"Scarus forsteni (Bleeker, 1861)",Forsten's parrotfish
Ginglymostomatidae,Nurse Shark
"Seriola Cuvier, 1816",Amberjack
"Sphyrna Rafinesque, 1810",Bonnethead Shark
"Pterophyllum Heckel, 1840",Angelfish
Caesionidae,Fusilier Fishes
"Triakis Müller & Henle, 1838",Leopard shark
"Scylliogaleus Boulenger, 1902",Leopard shark
Kurtidae,Bumpheads
"Myoxocephalus scorpioides (Fabricius, 1780)",Arctic sculpin
"Schizophrys aspera (H.Milne Edwards, 1831)",Common decorator crab
Balistidae,Triggerfishes
Ogcocephalidae,Batfishes
"Thunnus South, 1845",Albacore
Pegasidae,Seamoths
"Myrichthys pardalis (Valenciennes, 1839)",Leopard Eel
Crinoidea,Crinoids
"Scorpaena elachys Eschmeyer, 1965",Dwarf Scorpionfish
Lethrinidae,Emperors
Carangidae,Jacks
"Macolor Bleeker, 1860",Coral trout
"Sphyraena borealis DeKay, 1842",Northern Barracuda
Tetraodontidae,Pufferfish
"Thor amboinensis (De Man, 1888)",Sexy shrimp
"Dendrochirus biocellatus (Fowler, 1938)",Ocellated lionfish
Scorpaeniformes,Scorpaeniformes
"Anarchopterus criniger (Bean & Dresel, 1884)",Fringed pipefish
Callionymidae,Dragonets
Echeneidae,Remoras
Opistognathidae,Jawfishes
"Satyrichthys lingi (Whitley, 1933)",Ling fish
"Scorpaenodes caribbaeus Meek & Hildebrand, 1928",Reef Scorpionfish
Platyhelminthes,Flatworms
"Scorpaenopsis Heckel, 1837",Scorpaenopsis
Gadiformes,Cod
Centriscidae,Snipefishes
Galatheidae,Squat lobsters
Stenopodidae,Coral Shrimp
Ostraciidae,Boxfish
Porcellanidae,Porcelain crabs
Lophiiformes,Anglerfish
"Arothron Müller, 1841",Fat Puffer
"Paragorgia arborea (Linnaeus, 1758)",Bubble gum coral
"Scomberomorus Lacepède, 1801",Spanish Mackerel
"Caranx Lacepède, 1801",Bigeye Jack
Dromiidae,Sponge Crabs
"Urocaridella antonbruunii (Bruce, 1967)",Clear cleaner shrimp
